passenger_key,passenger_id,first_name,last_name,age,gender,masked_email,masked_phone,masked_aadhaar,is_collision
961,P1928,Shaurya,Agarwal,12,M,s***l@gmail.com,+91-XXXXXX8473,XXXX-XXXX-3253,False
962,P1929,Aarav,Sharma,47,M,a***a@hotmail.com,+91-XXXXXX3649,XXXX-XXXX-8044,False
963,P1930,Vivaan,Gupta,1,F,v***a@gmail.com,+91-XXXXXX5834,XXXX-XXXX-5959,False
964,P1931,Arjun,Verma,14,M,a***a@hotmail.com,+91-XXXXXX0209,XXXX-XXXX-5833,True
965,P1931,Arjun,Verma,14,M,a***a@gmail.com,+91-XXXXXX6808,XXXX-XXXX-2660,True
966,P1932,Ira,Gupta,64,M,i***a@outlook.com,+91-XXXXXX2108,XXXX-XXXX-2310,False
967,P1933,Ira,Khan,38,F,i***n@yahoo.com,+91-XXXXXX9456,XXXX-XXXX-3379,False
968,P1934,Shaurya,Verma,37,M,s***1@rediffmail.com,+91-XXXXXX6116,XXXX-XXXX-4238,False
969,P1935,Myra,Kulkarni,11,F,m***i@yahoo.com,+91-XXXXXX7747,XXXX-XXXX-1928,False
970,P1936,Riya,Verma,77,F,r***a@outlook.com,+91-XXXXXX0123,XXXX-XXXX-3535,False
971,P1937,Anika,Gupta,3,F,a***1@outlook.com,+91-XXXXXX5036,XXXX-XXXX-3379,False
972,P1938,Reyansh,Joshi,33,F,r***i@outlook.com,+91-XXXXXX0771,XXXX-XXXX-4176,False
973,P1939,Reyansh,Mishra,6,M,r***a@outlook.com,+91-XXXXXX8439,XXXX-XXXX-7824,False
974,P1940,Reyansh,Reddy,50,F,r***1@outlook.com,+91-XXXXXX9762,XXXX-XXXX-8436,False
975,P1941,Riya,Naidu,10,M,r***u@gmail.com,+91-XXXXXX3602,XXXX-XXXX-7276,False
976,P1942,Riya,Pillai,5,M,r***i@hotmail.com,+91-XXXXXX1910,XXXX-XXXX-4292,False
977,P1943,Shaurya,Naidu,23,M,s***u@gmail.com,+91-XXXXXX7550,XXXX-XXXX-6562,False
978,P1944,Riya,Gupta,10,M,r***1@gmail.com,+91-XXXXXX7555,XXXX-XXXX-1221,True
979,P1944,Riya,Gupta,10,M,r***r@yahoo.com,+91-XXXXXX9537,XXXX-XXXX-6808,True
980,P1945,Riya,Verma,44,M,r***a@rediffmail.com,+91-XXXXXX5227,XXXX-XXXX-0800,False
981,P1946,Aditya,Mehta,2,M,a***1@yahoo.com,+91-XXXXXX1106,XXXX-XXXX-6608,False
982,P1947,Muhammad,Sharma,13,M,m***a@gmail.com,+91-XXXXXX1380,XXXX-XXXX-7051,False
983,P1948,Ishaan,Verma,40,M,i***a@hotmail.com,+91-XXXXXX0378,XXXX-XXXX-5862,False
984,P1949,Saanvi,Ghosh,2,M,s***h@hotmail.com,+91-XXXXXX1333,XXXX-XXXX-7986,False
985,P1950,Arjun,Mehta,84,M,a***a@gmail.com,+91-XXXXXX3480,XXXX-XXXX-5703,False
986,P1951,Vivaan,Banerjee,65,F,v***e@outlook.com,+91-XXXXXX8785,XXXX-XXXX-6576,False
987,P1952,Myra,Das,63,F,m***s@yahoo.com,+91-XXXXXX4596,XXXX-XXXX-0900,False
988,P1953,Kavya,Iyer,73,F,k***1@outlook.com,+91-XXXXXX7590,XXXX-XXXX-5146,False
989,P1954,Anika,Agarwal,17,M,a***l@outlook.com,+91-XXXXXX1181,XXXX-XXXX-2011,False
990,P1955,Aarav,Das,9,F,a***s@rediffmail.com,+91-XXXXXX2059,XXXX-XXXX-6007,False
991,P1956,Aarav,Iyer,75,F,a***1@rediffmail.com,+91-XXXXXX9395,XXXX-XXXX-4043,False
992,P1957,Ishaan,Verma,15,F,i***a@rediffmail.com,+91-XXXXXX7845,XXXX-XXXX-5195,False
993,P1958,Arjun,Ghosh,24,M,a***h@rediffmail.com,+91-XXXXXX2887,XXXX-XXXX-9657,False
994,P1959,Sai,Khan,38,M,s***n@outlook.com,+91-XXXXXX0101,XXXX-XXXX-2557,False
995,P1960,Kavya,Mishra,35,M,k***a@hotmail.com,+91-XXXXXX8616,XXXX-XXXX-2361,False
996,P1961,Muhammad,Iyer,49,M,m***r@hotmail.com,+91-XXXXXX2800,XXXX-XXXX-7155,False
997,P1962,Krishna,Singh,69,F,k***h@hotmail.com,+91-XXXXXX6149,XXXX-XXXX-0817,False
998,P1963,Sara,Pillai,62,F,s***i@outlook.com,+91-XXXXXX4685,XXXX-XXXX-0413,False
999,P1964,Shaurya,Verma,60,F,s***a@gmail.com,+91-XXXXXX2580,XXXX-XXXX-5653,False
1000,P1965,Aarav,Banerjee,50,F,a***e@hotmail.com,+91-XXXXXX1852,XXXX-XXXX-0476,False
1001,P1966,Riya,Singh,78,M,r***h@gmail.com,+91-XXXXXX9106,XXXX-XXXX-1748,False
1002,P1967,Ananya,Iyer,75,M,a***r@yahoo.com,+91-XXXXXX5591,XXXX-XXXX-8739,False
1003,P1968,Shaurya,Patel,9,M,s***1@gmail.com,+91-XXXXXX9607,XXXX-XXXX-9680,False
1004,P1969,Shaurya,Chatterjee,34,F,s***e@gmail.com,+91-XXXXXX3752,XXXX-XXXX-1213,False
1005,P1970,Vivaan,Verma,76,M,v***a@yahoo.com,+91-XXXXXX4153,XXXX-XXXX-7371,False
1006,P1971,Vivaan,Ghosh,35,M,v***1@yahoo.com,+91-XXXXXX1620,XXXX-XXXX-8581,False
1007,P1972,Aditya,Joshi,1,F,a***2@gmail.com,+91-XXXXXX4025,XXXX-XXXX-6832,False
1008,P1973,Kavya,Mishra,40,F,k***1@yahoo.com,+91-XXXXXX4480,XXXX-XXXX-1296,False
1009,P1974,Kavya,Mishra,64,M,k***1@gmail.com,+91-XXXXXX6098,XXXX-XXXX-0184,False
1010,P1975,Riya,Patel,22,M,r***l@gmail.com,+91-XXXXXX0408,XXXX-XXXX-7312,False
1011,P1976,Reyansh,Khan,60,M,r***n@hotmail.com,+91-XXXXXX6986,XXXX-XXXX-2365,False
1012,P1977,Shaurya,Joshi,64,M,s***2@outlook.com,+91-XXXXXX3412,XXXX-XXXX-7932,False
1013,P1978,Vivaan,Sharma,72,M,v***a@hotmail.com,+91-XXXXXX1192,XXXX-XXXX-9061,False
1014,P1979,Kavya,Gupta,11,M,k***a@yahoo.com,+91-XXXXXX0295,XXXX-XXXX-5478,False
1015,P1980,Arjun,Ghosh,14,F,a***h@hotmail.com,+91-XXXXXX7212,XXXX-XXXX-4444,False
1016,P1981,Diya,Gupta,60,F,d***a@yahoo.com,+91-XXXXXX8818,XXXX-XXXX-6449,False
1017,P1982,Aadhya,Das,30,F,a***2@yahoo.com,+91-XXXXXX3389,XXXX-XXXX-9821,True
1018,P1982,Aadhya,Das,30,F,a***s@outlook.com,+91-XXXXXX5013,XXXX-XXXX-4978,True
1019,P1983,Muhammad,Khan,35,M,m***n@outlook.com,+91-XXXXXX8137,XXXX-XXXX-7789,False
1020,P1984,Ishaan,Singh,85,F,i***1@hotmail.com,+91-XXXXXX8650,XXXX-XXXX-6512,False
1021,P1985,Aadhya,Nair,37,M,a***r@outlook.com,+91-XXXXXX0578,XXXX-XXXX-6309,True
1022,P1985,Aadhya,Nair,37,M,a***r@gmail.com,+91-XXXXXX1470,XXXX-XXXX-9485,True
1023,P1986,Diya,Khan,5,M,d***n@gmail.com,+91-XXXXXX8394,XXXX-XXXX-1994,False
1024,P1987,Saanvi,Patel,83,F,s***l@gmail.com,+91-XXXXXX1041,XXXX-XXXX-1034,False
1025,P1988,Kavya,Iyer,78,M,k***r@hotmail.com,+91-XXXXXX6243,XXXX-XXXX-6960,False
1026,P1989,Reyansh,Chatterjee,26,M,r***e@outlook.com,+91-XXXXXX2352,XXXX-XXXX-9679,False
1027,P1990,Arjun,Agarwal,62,F,a***l@yahoo.com,+91-XXXXXX8953,XXXX-XXXX-4343,False
1028,P1991,Aarav,Sharma,4,F,a***a@rediffmail.com,+91-XXXXXX5354,XXXX-XXXX-5607,True
1029,P1991,Aarav,Shhharma,4,F,a***a@rediffmail.com,+91-XXXXXX7919,XXXX-XXXX-2239,True
1030,P1992,Diya,Singh,89,F,d***h@hotmail.com,+91-XXXXXX9636,XXXX-XXXX-8041,False
1031,P1993,Muhammad,Naidu,42,M,m***1@rediffmail.com,+91-XXXXXX0435,XXXX-XXXX-8131,False
1032,P1994,Diya,Kulkarni,89,F,d***1@hotmail.com,+91-XXXXXX8553,XXXX-XXXX-1114,True
1033,P1994,Diya,Kulkarni,89,F,d***r@gmail.com,+91-XXXXXX0229,XXXX-XXXX-2480,True
1034,P1995,Arjun,Verma,18,F,a***1@gmail.com,+91-XXXXXX0502,XXXX-XXXX-9473,False
1035,P1996,Ira,Nair,40,M,i***r@gmail.com,+91-XXXXXX9487,XXXX-XXXX-8768,False
1036,P1997,Aadhya,Reddy,72,F,a***y@rediffmail.com,+91-XXXXXX0262,XXXX-XXXX-2872,False
1037,P1998,Shaurya,Kulkarni,39,F,s***i@gmail.com,+91-XXXXXX9851,XXXX-XXXX-5730,False
1038,P1999,Ananya,Pillai,14,F,a***2@yahoo.com,+91-XXXXXX9290,XXXX-XXXX-4767,True
1039,P1999,Ananya,Pillai,14,F,a***r@outlook.com,+91-XXXXXX3844,XXXX-XXXX-0576,True
